PastureID_YearOfSurvey,Point_ID,Year,Site,PercentWtRemovedPlot,ObsID,Date,Lat,Lon,PAST_NAME,Utilization,ShrubOverstory,OthShrubCode,MostAbdPerGrass,OthGrassCode,CheatgrassCover,Subsample,EmployeeYear,Position,Original_Site_Assignment,Start_Date,End_Date,Performance_Rating
21,U_BIBU1812,2017,BIBU,NA,67,7/28/2017,43.35228981,-113.0668714,Sunset North,2.5,ARTR4,NA,POSE,NA,10,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
743,U_JISA3271,2017,JISA,NA,67,8/8/2017,42.17294385,-113.3931682,Sheep Mountain North,2.5,ARTRT,NA,POSE,NA,50,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
1,U_PAVA4146,2017,PAVA,NA,2,7/28/2017,44.36774355,-113.7022634,River West,2.5,ARAR8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
786,U_PAVA2732,2018,PAVA,0,112,8/1/2018,44.4055548,-113.6982945,River,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
3,U_PAVA4409,2018,PAVA,NA,98,8/7/2018,44.32242008,-113.5908568,Goldburg SE - Summit,2.5,ARTR4,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
5,U_PAVA1780,2017,PAVA,8.81519764,471057388,2/10/2017,44.34923347,-113.5592435,Goldburg NE - Big Gulch,13,ARTRW8,NA,POSE,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
785,2119,2015,SHCR,NA,94,7/29/2015,42.120769,-115.800651,Tokum-Bambi West,2.5,ARTRW, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2588,2016,SHCR,NA,94,7/18/2016,42.09567464,-115.6952903,Slaughterhouse,13,ARTRW8,NA,PSSP6,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0320,2016,PAVA,NA,94,8/16/2016,44.34732079,-113.6255601,River,30,ARTRV,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU3500,2017,BIBU,NA,3,7/19/2017,43.31716346,-113.1709231,Serviceberry,2.5,ARTRT,NA,PSSP6,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
785,1836,2015,SHCR,NA,94,7/29/2015,42.103846,-115.788164,Tokum-Bambi West,13,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
24,U_SHCR2657,2017,SHCR,NA,72,7/26/2017,42.07199424,-115.696999,Slaughterhouse North,2.5,ARTRW8,NA,PSSP6,NA,10,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
17,UBRBE3120,2016,BRBE,12.86952161,94,8/3/2016,42.0243627,-114.755585,China Creek BLM #1,30,ARNO4,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu2033,2016,BIBU,NA,94,7/29/2016,43.3572016,-113.0903282,Butte,13,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA83,2017,PAVA,NA,59,8/13/2017,44.2939257,-113.6876093,West River Flat North,13,ARAR8,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
16,U_BRBE3763,2018,BRBE,NA,111,7/23/2018,42.13789713,-114.7487145,Indian Cave South,2.5,ARNO4,NA,POSE,NA,10,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
5,U_PAVA2436,2017,PAVA,NA,59,8/10/2017,44.34736249,-113.559379,Goldburg NE - Big Gulch,2.5,ARTR4,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
776,2791,2015,BIBU,NA,94,7/28/2015,43.313065,-113.145241,Serviceberry,2.5,ARTR2, ,STIPA, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2503,2017,PAVA,NA,59,8/11/2017,44.35811864,-113.5405471,Goldburg NE - Big Gulch,2.5,ARTR4,NA,FEID,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
16,U_BRBE3064,2017,BRBE,0,5,7/21/2017,42.13788813,-114.743899,Indian Cave South,2.5,ARNO4,NA,POSE,NA,0,1,2017,Crew Leader,BRBE,2/6/2017,7/21/2017,Excellent
17,UBRBE2851,2016,BRBE,NA,94,8/2/2016,42.05659085,-114.770399,China Creek BLM #1,2.5,ARNO4,NA,ELEL5,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
17,ubrbe3173,2016,BRBE,4.930020369,94,8/1/2016,42.01877694,-114.7591789,China Creek BLM #1,13,ARNO4,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
17,90,2015,BRBE,NA,94,7/28/2015,42.00406,-114.790299,China Creek BLM #1,2.5,ARAR8, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3952,2017,PAVA,NA,2,7/20/2017,44.35318234,-113.6798199,River West,2.5,ARNO4,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
7,U_PAVA168,2017,PAVA,NA,1,8/14/2017,44.3009987,-113.6760025,West River Flat North,13,ARTRW8,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
843,1302,2015,SHCR,NA,94,7/30/2015,42.081362,-115.841848,East Blackleg,2.5,ARAR8, ,FEID, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3825,2017,PAVA,1.068646622,1,7/20/2017,44.34417602,-113.6724052,River West,13,ARAR8,NA,POSE,NA,0,1,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
17,U_BRBE269,2017,BRBE,NA,70,7/26/2017,42.04049728,-114.7838727,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
13,U_BIBU3404,2017,BIBU,18.06347627,74,7/20/2017,43.30258064,-113.1676018,Serviceberry,50,ARTR4,NA,AGCR,NA,10,1,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
1,U_PAVA3764,2017,PAVA,NA,2,7/30/2017,44.33893534,-113.6949166,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
785,ushcr1293,2016,SHCR,8.887605874,94,8/2/2016,42.10117354,-115.8079184,Tokum-Bambi West,30,ARTRW8,NA,PSSP6,NA,30,1,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0528,2016,BIBU,5.793579368,94,7/21/2016,43.31710654,-113.065794,Sunset,13,ARTR4,NA,PSSP6,NA,20,1,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2568,2016,SHCR,NA,94,8/4/2016,42.09729265,-115.7101617,Slaughterhouse,2.5,ARTRW8,NA,FEID,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
840,2454,2015,JISA,NA,94,7/21/2015,42.161169,-113.396111,Sheep Mountain,13,ARAR8, ,POSE, ,50,0,Currently Employed,NA,All Sites,NA,NA,NA
576,upahs0082,2016,PAVA,NA,94,8/11/2016,44.32516644,-113.6545025,3-Corner,30,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU1830,2017,BIBU,0,3,7/27/2017,43.35408943,-113.0545957,Sunset North,2.5,ARTRW8,NA,PSSP6,NA,10,1,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
785,ushcr1185,2016,SHCR,NA,94,8/3/2016,42.12846998,-115.7966131,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
17,ubrbe3222,2016,BRBE,NA,94,7/28/2016,42.01325836,-114.7879422,China Creek BLM #1,13,ARNO4,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA209,2017,PAVA,NA,59,8/11/2017,44.30459188,-113.665244,West River Flat North,13,ARAR8,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
29,U_JISA1115,2017,JISA,NA,68,8/4/2017,42.1514015,-113.3990021,Sheep Mountain South,2.5,ARNO4,NA,POSE,NA,20,0,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
795,689,2015,SHCR,NA,94,7/30/2015,42.056202,-115.677848,Slaughterhouse,13,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA34,2017,PAVA,NA,1,8/11/2017,44.28842646,-113.6612642,West River Flat North,2.5,ARAR8,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
17,U_BRBE71,2017,BRBE,6.814868416,68,8/1/2017,42.00478103,-114.7291597,China Creek BLM #1,13,ARTRW8,NA,POSE,NA,10,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
825,U_JISA1267,2017,JISA,0,65,8/7/2017,42.17870384,-113.4596915,Kane Springs (Line Canyon),2.5,ARAR8,NA,POSE,NA,0,1,2017,Volunteer,BRBE,4/2/2017,6/10/2017,NA
1,U_PAVA3736,2017,PAVA,NA,69,7/30/2017,44.33526569,-113.7060418,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
786,upahs0552,2016,PAVA,NA,94,8/10/2016,44.36319208,-113.7091617,River,30,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
785,ushcr1391,2016,SHCR,NA,94,7/27/2016,42.08167245,-115.7950352,Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1524,2015,SHCR,NA,94,7/30/2015,42.09004,-115.690904,Slaughterhouse,30,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
785,ushcr1189,2016,SHCR,NA,94,7/26/2016,42.12679856,-115.790174,Tokum-Bambi West,13,ARTRT,NA,FEID,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
843,1119,2015,SHCR,NA,94,7/30/2015,42.074117,-115.841557,East Blackleg,2.5,ARTRT, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA4079,2017,PAVA,NA,2,7/20/2017,44.36228063,-113.6796864,River West,13,ARAR8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
22,U_SHCR0300,2018,SHCR,NA,109,8/1/2018,42.11386127,-115.7851569,Tokum-Bambi West,2.5,CHNA,NA,PSSP6,NA,40,0,2018,Research Technician,SHCR,4/9/2018,8/25/2018,Excellent
823,U_SHCR3194,2018,SHCR,NA,113,8/7/2018,42.0675652,-115.8600131,East Blackleg North,2.5,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,JISA,4/9/2018,8/25/2018,Average
786,upahs0263,2016,PAVA,NA,94,8/18/2016,44.34293072,-113.6517445,River,30,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU0717,2018,BIBU,NA,471057387,7/24/2018,43.35287593,-113.1373036,Butte South,30,ARTR4,NA,POSE,NA,20,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
775,ubibu1861,2016,BIBU,NA,94,7/29/2016,43.37331546,-113.0901991,Butte,13,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA3812,2017,PAVA,NA,69,8/3/2017,44.34223425,-113.6460443,River East,13,ARAR8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
1,U_PAVA3872,2017,PAVA,NA,69,7/20/2017,44.34787518,-113.6873019,River West,2.5,ARAR8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
15,UBRBE2231,2016,BRBE,21.89290133,94,7/18/2016,42.10987814,-114.7597472,Corral Creek East,30,ARAR8,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,911,2015,SHCR,NA,94,8/2/2015,42.06587,-115.738737,Slaughterhouse,50,CHRYS9, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0224,2016,PAVA,NA,94,8/18/2016,44.33916342,-113.6591366,River,50,ARAR8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0700,2016,BIBU,NA,94,7/22/2016,43.29562892,-113.0723122,Sunset,2.5,ARTR4,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
6,U_PAVA2207,2018,PAVA,10.77799157,112,8/9/2018,44.36744834,-113.6081254,Goldburg NW - Bear Creek,30,ARTRW8,NA,PSSP6,NA,10,1,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
823,U_SHCR3548,2018,SHCR,NA,107,8/6/2018,42.09863685,-115.8367655,East Blackleg North,2.5,ARTRT,NA,AGCR,NA,40,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
13,U_BIBU4224,2018,BIBU,NA,97,7/24/2018,43.32412773,-113.1474702,Serviceberry,2.5,ARTR4,NA,POSE,NA,30,0,2018,Crew Leader,BIBU,2/20/2018,8/25/2018,Excellent
795,1130,2015,SHCR,NA,94,7/30/2015,42.074725,-115.678579,Slaughterhouse,30,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
14,UBRBE1088,2016,BRBE,NA,94,7/20/2016,42.07725647,-114.8035923,Browns Creek East,2.5,ARTRW8,NA,STIPA,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU1980,2017,BIBU,NA,3,7/27/2017,43.371826,-113.0419337,Sunset North,2.5,ARTRW8,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
17,144,2015,BRBE,NA,94,7/29/2015,42.01052,-114.784695,China Creek BLM #1,2.5,ARNO4, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE2930,2016,BRBE,NA,94,8/2/2016,42.04572418,-114.7702392,China Creek BLM #1,2.5,ARNO4,NA,ELEL5,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3424,2015,BIBU,NA,94,7/20/2015,43.4488,-113.112341,Frenchman,2.5,ARTR2, ,OTHER,ELSM,0,0,Currently Employed,NA,All Sites,NA,NA,NA
3,U_PAVA4349,2018,PAVA,NA,112,8/6/2018,44.30327503,-113.5599526,Goldburg SE - Summit,2.5,ARTRV,NA,FEID,NA,0,0,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
788,U_PAVA1075,2018,PAVA,NA,471057387,8/13/2018,44.27947162,-113.6537552,West River Flat,50,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
17,U_BRBE6,2017,BRBE,NA,70,7/31/2017,41.99370187,-114.7591407,China Creek BLM #1,30,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
17,UBRBE2812,2016,BRBE,NA,94,7/27/2016,42.06379323,-114.7811434,China Creek BLM #1,2.5,ARTRW8,NA,ELEL5,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0765,2018,BIBU,NA,97,8/7/2018,43.35407145,-113.0631419,Sunset North,30,ARTRW8,NA,POSE,NA,10,0,2018,Crew Leader,BIBU,2/20/2018,8/25/2018,Excellent
15,ubrbe2225,2016,BRBE,37.06399426,94,7/18/2016,42.11160115,-114.7670745,Corral Creek East,50,CHVI8,NA,AGCR,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR937,2017,SHCR,NA,72,7/31/2017,42.11707584,-115.8069879,(North) Tokum-Bambi West,2.5,ARTRW8,NA,ELEL5,NA,40,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
21,U_BIBU1659,2017,BIBU,0,67,7/27/2017,43.33241518,-113.0488202,Sunset North,2.5,ARTR4,NA,POSE,NA,40,1,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
17,UBRBE2910,2016,BRBE,NA,94,7/31/2016,42.04755357,-114.7847691,China Creek BLM #1,2.5,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU0974,2018,BIBU,NA,471057387,7/20/2018,43.36870915,-113.0962441,Butte South,30,ARTR4,NA,POSE,NA,30,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
776,ubibu0104,2016,BIBU,NA,94,8/3/2016,43.32840967,-113.1509344,Serviceberry,2.5,ARTR4,NA,AGCR,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA190,2017,PAVA,NA,59,8/11/2017,44.30278622,-113.6650424,West River Flat North,13,ARAR8,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
21,U_BIBU1017,2018,BIBU,NA,97,8/7/2018,43.37190998,-113.0554987,Sunset North,13,ARTR4,NA,POSE,NA,30,0,2018,Crew Leader,BIBU,2/20/2018,8/25/2018,Excellent
786,upahs0627,2016,PAVA,NA,94,8/15/2016,44.36878091,-113.698101,River,70,ATCO,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0884,2016,PAVA,6.332227675,94,8/15/2016,44.3897241,-113.6574859,River,30,ARTRV,NA,STIPA,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
840,2476,2015,JISA,NA,94,7/21/2015,42.163632,-113.408216,Sheep Mountain,50,ARAR8, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1270,2015,SHCR,NA,94,7/29/2015,42.080171,-115.799554,Tokum-Bambi West,13,CHRYS9, ,ELEL5, ,70,0,Currently Employed,NA,All Sites,NA,NA,NA
785,1671,2015,SHCR,NA,94,7/30/2015,42.096192,-115.812031,Tokum-Bambi West,30,ARTRW, ,PSSP6, ,60,0,Currently Employed,NA,All Sites,NA,NA,NA
776,ubibu0083,2016,BIBU,NA,94,8/3/2016,43.33204891,-113.1508796,Serviceberry,2.5,ARTR4,NA,OTHER,leci4,30,0,Currently Employed,NA,All Sites,NA,NA,NA
823,U_SHCR3237,2018,SHCR,NA,107,8/6/2018,42.07156849,-115.8356765,East Blackleg North,2.5,ARTRW8,NA,POSE,NA,50,0,2018,Wildlife Technician,JISA,2/26/2018,8/15/2018,Excellent
12,U_BIBU0955,2018,BIBU,NA,471057387,7/19/2018,43.36656246,-113.0667333,Butte South,13,ARTRW8,NA,POSE,NA,20,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
17,U_BRBE27,2017,BRBE,NA,1,7/26/2017,41.99887244,-114.7895108,China Creek BLM #1,13,ARNO4,NA,POSE,NA,0,0,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
777,ubibu0567,2016,BIBU,NA,94,7/19/2016,43.31222251,-113.1152915,Sunset,2.5,ARTR4,NA,STIPA,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_PAVA1352,2018,PAVA,0,111,8/13/2018,44.31363201,-113.6876199,West River Flat,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
3,U_PAVA4466,2018,PAVA,0,98,8/6/2018,44.33480369,-113.5657551,Goldburg SE - Summit,2.5,ARTR4,NA,POSE,NA,0,1,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
7,U_PAVA45,2017,PAVA,0.785029098,59,8/11/2017,44.2901338,-113.6649411,West River Flat North,13,ARAR8,NA,POSE,NA,0,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
17,U_BRBE223,2017,BRBE,NA,70,7/26/2017,42.03130417,-114.7837812,China Creek BLM #1,13,ARNO4,NA,POSE,NA,20,0,2017,Range Technician,BRBE,4/24/2017,8/8/2017,Average
15,U_BRBE0122,2018,BRBE,NA,111,7/24/2018,42.10895994,-114.7618056,Corral Creek East,50,CHNA,NA,AGCR,NA,10,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
26,U_BRBE3203,2017,BRBE,NA,71,7/27/2017,42.16492972,-114.7514656,Indian Cave North,2.5,ARAR8,NA,PSSP6,NA,20,0,2017,Range Technician,JISA,5/1/2017,7/26/2017,Average
17,UBRBE3235,2016,BRBE,0,94,8/4/2016,42.01352073,-114.7409721,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1817,2016,BIBU,NA,94,7/29/2016,43.3769586,-113.0901192,Butte,13,ARTRW8,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2367,2017,PAVA,NA,72,8/10/2017,44.3384141,-113.5468512,Goldburg NE - Big Gulch,2.5,ARTRV,NA,PSSP6,NA,0,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
843,878,2015,SHCR,NA,94,7/27/2015,42.064551,-115.823381,East Blackleg,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
743,ujisa0873,2016,JISA,12.88254683,94,7/26/2016,42.1690098,-113.4134399,Sheep Mountain North,13,ARAR8,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0656,2016,BIBU,0.41858598,94,7/19/2016,43.30156391,-113.1337946,Sunset,2.5,ARTRW8,NA,POSE,NA,50,1,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0156,2016,PAVA,NA,94,8/9/2016,44.33266008,-113.7115071,River,30,ARTRW8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3385,2015,BIBU,NA,94,7/24/2015,43.44563,-113.069268,Frenchman,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0854,2018,BIBU,NA,471057387,8/8/2018,43.35928983,-113.0407598,Sunset North,50,ARTRW8,NA,POSE,NA,40,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
12,U_BIBU1803,2017,BIBU,0,3,7/25/2017,43.35265175,-113.122425,Butte South,2.5,ARTRW8,NA,AGCR,NA,0,1,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
17,210,2015,BRBE,NA,94,7/29/2015,42.017038,-114.779025,China Creek BLM #1,2.5,ARAR8, ,POSE, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE2739,2018,BRBE,NA,111,7/30/2018,41.9936715,-114.76518,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,10,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
17,U_BRBE2935,2018,BRBE,0,108,7/31/2018,42.02775747,-114.7837284,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,10,1,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
795,1578,2015,SHCR,NA,94,7/27/2015,42.092148,-115.727415,Slaughterhouse,2.5,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2485,2017,PAVA,NA,72,8/10/2017,44.35457374,-113.5342656,Goldburg NE - Big Gulch,13,ARTR4,NA,FEID,NA,0,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
21,U_BIBU0523,2018,BIBU,NA,101,8/7/2018,43.33250045,-113.0672424,Sunset North,30,ARTR4,NA,POSE,NA,20,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
795,1018,2015,SHCR,NA,94,7/29/2015,42.070021,-115.696507,Slaughterhouse,30,ARTRW, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
825,ujisa2135,2016,JISA,0,94,7/19/2016,42.17714512,-113.4596923,Kane Springs (Line Canyon),2.5,ARAR8,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1980,2016,BIBU,2.410025508,94,8/4/2016,43.36263549,-113.0940107,Butte,13,ARTRW8,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
832,W664,2017,PAVA,NA,69,8/7/2017,44.35125659,-113.611981, ,13,CHVI8,NA,AGCR,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
795,ushcr2567,2016,SHCR,NA,94,7/22/2016,42.0970849,-115.713476,Slaughterhouse,13,ARTRW8,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
3,U_PAVA322,2017,PAVA,NA,3,8/10/2017,44.31332114,-113.5858902,Goldburg SE - Summit,13,ARTRV,NA,POSE,NA,0,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
775,ubibu1870,2016,BIBU,NA,94,8/4/2016,43.37190826,-113.1346155,Butte,13,ARTR4,NA,OTHER,leci4,80,0,Currently Employed,NA,All Sites,NA,NA,NA
776,ubibu0172,2016,BIBU,NA,94,8/1/2016,43.315951,-113.163376,Serviceberry,2.5,ARTR4,NA,AGCR,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
795,352,2015,SHCR,NA,94,7/29/2015,42.035954,-115.695569,Slaughterhouse,50,ARAR8, ,POSE, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2379,2017,PAVA,2.945927776,72,8/10/2017,44.34023893,-113.5469156,Goldburg NE - Big Gulch,2.5,ARTRW8,NA,FEID,NA,0,1,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
1,U_PAVA3783,2017,PAVA,NA,69,7/20/2017,44.34067242,-113.6873335,River West,2.5,ARAR8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
795,876,2015,SHCR,NA,94,7/27/2015,42.064365,-115.720484,Slaughterhouse,30,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3218,2015,BIBU,NA,94,7/24/2015,43.430407,-113.07566,Frenchman,50,ARTRW, ,OTHER,brte,70,0,Currently Employed,NA,All Sites,NA,NA,NA
795,1393,2015,SHCR,NA,94,7/29/2015,42.08508,-115.715091,Slaughterhouse,30,FEW, ,ELEL5, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE3388,2016,BRBE,NA,94,8/3/2016,41.99896774,-114.7551497,China Creek BLM #1,13,ARNO4,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
785,ushcr1266,2016,SHCR,NA,94,7/28/2016,42.10715252,-115.7777486,Tokum-Bambi West,2.5,CHNA,NA,PSSP6,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR956,2017,SHCR,NA,59,7/28/2017,42.11930192,-115.7768989,(North) Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,10,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
825,ujisa2127,2016,JISA,NA,94,7/19/2016,42.17901373,-113.4597524,Kane Springs (Line Canyon),30,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
4,U_PAVA1453,2018,PAVA,NA,471057388,7/24/2018,44.33502495,-113.593328,Goldburg SW - Donkey Creek,2.5,ARAR8,NA,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
24,U_SHCR2688,2017,SHCR,0,13,7/27/2017,42.07756735,-115.6825921,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,50,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
