"","PointID","AvgMaxHt","SdMaxHt","AvgMaxLeaf","SdMaxLeaf","AvgEff_Ht","SdEff_Ht","AvgRemoved","SdRemoved","n","TheorID","Year","Date","PastureName","PastureID_YearOfSurvey","ObsID1","ObsID2","StartTime","EndTime","New_YearOfSurveyID","New_CurrentYearID","Site","Treatment","ALLOT_NAME","PAST_NAME","Area_ha","StudyPasture_Yes_No","YearStudyStart","YearStudyEnd","ADMIN_ORG_","Shape_Length","Shape_Area","PreTrt_Pasture_Yes_No","Grazed2018","CombinedPasture","Pst_2015Earlier","Pst_2016","DomShrub","Pst_2018","Pst_2019","Comment","Position","HomeState","Original_Site_Assignment","Start_Date","End_Date","Performance_Rating","minsatplot","daysemployeed","AvgShrubHt","PctShrubCover","Species"
"1021","PAVA113_17",27.6119402985075,11.7085247678265,10.3731343283582,8.95415228022397,1.37313432835821,0.867525580716586,0,0,67,"PAVA113",2017,2017-08-07,"Goldburg SW - Donkey Creek",4,69,94,1899-12-30 09:37:00,1899-12-30 10:12:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",35,95,26.3666666666667,17.8666666666667,"ARTRW8"
"1022","PAVA113_18",20.8615384615385,12.9359925729012,12.2153846153846,8.51376148452519,1.46153846153846,0.936698375227504,0,0,65,"PAVA113",2018,2018-07-24,"Goldburg SW - Donkey Creek",NA,471057388,94,1899-12-30 12:29:00,1899-12-30 13:28:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Point Count Technician","NY","PAVA",2018-05-03,2018-08-10,"Excellent",59,99,36.4285714285714,10.5166666666667,"ARTRV"
"1023","PAVA114_17",27.4567901234568,16.7220284226496,14.4197530864198,11.7705821834891,1.34567901234568,0.79310298554413,1.04938271604938,3.51034625987202,81,"PAVA114",2017,2017-08-04,"Goldburg SW - Donkey Creek",4,69,94,1899-12-30 15:06:00,1899-12-30 15:42:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",36,95,39.5,31.6166666666667,"ARTRV"
"1024","PAVA114_18",21.1923076923077,15.9537136435684,11.7564102564103,7.85945686870679,1.19230769230769,0.428154975816798,0.0769230769230769,0.575906530322701,78,"PAVA114",2018,2018-07-23,"Goldburg SW - Donkey Creek",NA,112,471057388,1899-12-30 08:58:00,1899-12-30 09:24:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Research Technician","OH","PAVA",2018-04-09,2018-08-10,"Excellent",26,123,36.1194029850746,30.1333333333333,"ARTRW8"
"1025","PAVA115_17",27.962962962963,14.330426061744,14.0493827160494,11.0678602658417,1.34567901234568,0.853822197930583,0.432098765432099,2.978834804101,81,"PAVA115",2017,2017-08-04,"Goldburg SW - Donkey Creek",4,69,94,1899-12-30 14:05:00,1899-12-30 14:47:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",42,95,20.7714285714286,17.4166666666667,"ARTRW8"
"1026","PAVA115_18",32.7068965517241,12.2345622319172,11.9137931034483,9.54634950484862,1.27586206896552,0.555454719624866,0,0,58,"PAVA115",2018,2018-07-24,"Goldburg SW - Donkey Creek",NA,112,94,1899-12-30 11:35:00,1899-12-30 12:14:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Research Technician","OH","PAVA",2018-04-09,2018-08-10,"Excellent",39,123,23.5409836065574,29.1166666666667,"ARTRW8"
"1027","PAVA116_17",30.4756097560976,20.8333929538442,11.2073170731707,8.89962935124725,1.36585365853659,2.23060748588755,0.670731707317073,2.91464957997423,82,"PAVA116",2017,2017-08-07,"Goldburg SW - Donkey Creek",4,59,69,1899-12-30 14:17:00,1899-12-30 14:41:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Crew Leader",NA,"BRBE",NA,NA,NA,24,NA,28.8461538461538,21.4,"ARTRV"
"1028","PAVA116_18",25.5357142857143,16.0687127175549,10.75,7.26416356431741,1.14285714285714,0.384734524113382,0.178571428571429,1.21398194033643,84,"PAVA116",2018,2018-07-20,"Goldburg SW - Donkey Creek",NA,112,94,1899-12-30 09:40:00,1899-12-30 10:45:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Research Technician","OH","PAVA",2018-04-09,2018-08-10,"Excellent",65,123,39.9142857142857,21.6,"ARTRW8"
"1029","PAVA117_17",18.6625,12.6350364292953,11.4125,7.79921084940122,1.1375,0.496666100302682,0,0,80,"PAVA117",2017,2017-08-08,"Goldburg SW - Donkey Creek",4,69,94,1899-12-30 10:25:00,1899-12-30 11:02:00,832,832,"PAVA","Non-Treatment",NA,"Tom Page - 05",61.6234856,"No",NA,NA,NA,3918.38598643313,616234.838090348,"No",NA,"No",1,1,1,1,1,NA,"Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",37,95,26.64,25.4166666666667,"CHVI8"
"1030","PAVA118_18",31.2333333333333,15.4364379252213,13.0833333333333,9.6906239267859,1.55,0.891104817970462,1.16666666666667,2.32281730361832,60,"PAVA118",2018,2018-08-06,"Goldburg NE - Big Gulch",NA,471057389,1,1899-12-30 09:51:00,1899-12-30 10:34:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Graduate Student",NA,"All Sites",2018-04-30,NA,"Excellent",43,NA,21.2957746478873,30.25,"ARTR4"
"1031","PAVA121_17",31.3246753246753,17.0428574006838,13.5584415584416,11.1124556792598,1.54545454545455,0.866715739010665,2.4025974025974,8.49188426839932,77,"PAVA121",2017,2017-08-04,"Goldburg SE - Summit",3,69,94,1899-12-30 09:25:00,1899-12-30 10:10:00,3,3,"PAVA","No Grazing (Control)","Goldburg","Goldburg SE - Summit",1294.3742676,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",14633.2010299062,12943742.8064283,"No","No","No",1,1,1,1,1," ","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",45,95,17.9078947368421,33.1666666666667,"ARTR4"
"1032","PAVA123_17",25.175,12.7892112364537,9.2125,7.74873407382364,1.1875,0.553327105856879,0,0,80,"PAVA123",2017,2017-08-07,"Goldburg SW - Donkey Creek",4,69,94,1899-12-30 11:13:00,1899-12-30 11:50:00,4,4,"PAVA","Spring and Fall","Goldburg","Goldburg SW - Donkey Creek",549.1782837,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",10037.3183458727,5491782.93504314,"No","Yes","No",1,1,1,1,1,"Spring odd year, Fall even years","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",37,95,17.75,9.23333333333333,"ARTRW8"
"1033","PAVA129_17",39.1129032258064,16.0011319668325,14.8709677419355,11.8770806577106,2.04838709677419,1.23377893913393,0.0806451612903226,0.635000635000953,62,"PAVA129",2017,2017-08-09,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 10:36:00,1899-12-30 11:06:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",30,95,19.2820512820513,22.4333333333333,"ARNO4"
"1034","PAVA129_18",40.327868852459,12.5946037538244,18.5409836065574,13.4877398285651,2.34426229508197,1.70181516722233,0,0,61,"PAVA129",2018,2018-08-07,"Goldburg NE - Big Gulch",NA,1,94,1899-12-30 13:29:00,1899-12-30 14:10:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Project Leader","WA","All Sites",2016-10-18,NA,"Excellent",41,NA,22.1363636363636,21.7,"ARNO4"
"1035","PAVA130_17",35.5432098765432,13.6116213056308,12.6913580246914,9.44807119907106,1.39506172839506,0.605784869934843,0.37037037037037,2.47206616236522,81,"PAVA130",2017,2017-08-09,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 08:35:00,1899-12-30 09:15:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",40,95,38.85,15.3,"ARTRW8"
"1036","PAVA130_18",39.7619047619048,14.8026962296807,17.2380952380952,13.6094301813761,2.03174603174603,1.70358496732961,1.98412698412698,7.75323462881276,63,"PAVA130",2018,2018-08-07,"Goldburg NE - Big Gulch",NA,1,94,1899-12-30 12:25:00,1899-12-30 13:08:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Project Leader","WA","All Sites",2016-10-18,NA,"Excellent",43,NA,37.8095238095238,10.7166666666667,"ARTRV"
"1037","PAVA131_17",36.056338028169,17.484595116799,13.6338028169014,11.4308347859385,1.70422535211268,1.08751835711512,0,0,71,"PAVA131",2017,2017-08-09,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 12:23:00,1899-12-30 13:00:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",37,95,31.6060606060606,17.5166666666667,"ARTRW8"
"1038","PAVA131_18",40.6129032258064,14.494040424483,17.258064516129,10.2011498610486,1.79032258064516,1.02648687476846,0.967741935483871,3.11510198730753,62,"PAVA131",2018,2018-08-06,"Goldburg NE - Big Gulch",NA,471057389,94,1899-12-30 12:00:00,1899-12-30 12:52:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Graduate Student",NA,"All Sites",2018-04-30,NA,"Excellent",52,NA,39.3703703703704,19.0166666666667,"ARTRV"
"1039","PAVA132_17",32.2727272727273,15.3698460575299,11.6363636363636,9.12247666040207,1.5,0.80860754006264,1.13636363636364,5.46284333865226,66,"PAVA132",2017,2017-08-08,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 14:56:00,1899-12-30 15:28:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",32,95,22.8888888888889,14.4333333333333,"ARTRV"
"1040","PAVA132_18",31.8904109589041,16.8684136478637,12.9452054794521,10.0883464273263,1.63013698630137,1.12431274458702,2.12328767123288,8.65695803238234,73,"PAVA132",2018,2018-07-27,"Goldburg NE - Big Gulch",NA,112,98,1899-12-30 14:57:00,1899-12-30 15:32:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Research Technician","OH","PAVA",2018-04-09,2018-08-10,"Excellent",35,123,32.0909090909091,24.2166666666667,"ARTRW8"
"1041","PAVA133_17",38.7758620689655,16.5317802433897,14.8793103448276,12.3018720386932,2.03448275862069,1.15417650815559,0.689655172413793,3.68118448019839,58,"PAVA133",2017,2017-08-09,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 15:19:00,1899-12-30 15:50:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",31,95,43.3939393939394,18.9666666666667,"ARTRT"
"1042","PAVA133_18",40.4310344827586,17.5979584830377,17.0862068965517,12.1182542931867,2.20689655172414,1.92635116116669,1.20689655172414,2.15828571259249,58,"PAVA133",2018,2018-08-06,"Goldburg NE - Big Gulch",NA,471057389,94,1899-12-30 15:00:00,1899-12-30 16:00:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Graduate Student",NA,"All Sites",2018-04-30,NA,"Excellent",60,NA,48.1851851851852,18.1,"ARTRV"
"1043","PAVA134_17",34.448275862069,16.1051069744788,14.3448275862069,11.9891057626203,1.60344827586207,0.877389572647155,0,0,58,"PAVA134",2017,2017-08-14,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 11:13:00,1899-12-30 11:38:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",25,95,32.125,18.9333333333333,"ARTRW8"
"1044","PAVA134_18",38.551724137931,14.590518928031,15.1379310344828,11.7210984992981,1.98275862068966,1.38274300627977,0.603448275862069,2.30894260884975,58,"PAVA134",2018,2018-08-07,"Goldburg NE - Big Gulch",NA,1,94,1899-12-30 10:06:00,1899-12-30 10:48:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Project Leader","WA","All Sites",2016-10-18,NA,"Excellent",42,NA,41.1818181818182,23.05,"ARTRW8"
"1045","PAVA135_17",36.8275862068966,12.2017225287201,14.1379310344828,11.3947483684865,1.32758620689655,0.632120658992973,0,0,58,"PAVA135",2017,2017-08-10,"Goldburg NE - Big Gulch",5,72,94,1899-12-30 12:05:00,1899-12-30 12:31:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","TX","SHCR",2017-04-24,2017-08-25,"Average",26,123,33.3555555555556,21.8666666666667,"ARTRW8"
"1046","PAVA135_18",28.7301587301587,14.4011719384293,14.7460317460317,11.4059523989892,1.52380952380952,0.981393723514164,2.61904761904762,12.0435079171024,63,"PAVA135",2018,2018-07-25,"Goldburg NE - Big Gulch",NA,98,112,1899-12-30 14:50:00,1899-12-30 15:30:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Crew Leader","CA","PAVA",2018-02-20,2018-08-25,"Excellent",40,185.958333333333,31.2222222222222,18.45,"ARTR4"
"1047","PAVA136_17",39.1206896551724,12.2890303190568,13.4310344827586,11.1152054364068,1.20689655172414,0.486974933237775,0,0,58,"PAVA136",2017,2017-08-10,"Goldburg NE - Big Gulch",5,72,94,1899-12-30 13:50:00,1899-12-30 14:20:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","TX","SHCR",2017-04-24,2017-08-25,"Average",30,123,37.7272727272727,23.9333333333333,"ARTRW8"
"1048","PAVA136_18",36.5373134328358,11.9523401515034,13.3731343283582,10.9292987117275,1.37313432835821,0.623670000530156,1.49253731343284,8.16565819560959,67,"PAVA136",2018,2018-07-27,"Goldburg NE - Big Gulch",NA,112,94,1899-12-30 11:48:00,1899-12-30 12:35:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Research Technician","OH","PAVA",2018-04-09,2018-08-10,"Excellent",47,123,37.25,18.2666666666667,"ARTRW8"
"1049","PAVA137_17",32.3620689655172,15.7365350695495,14.2068965517241,12.3966019971938,1.29310344827586,0.816681790543566,0,0,58,"PAVA137",2017,2017-08-14,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 09:45:00,1899-12-30 10:10:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",25,95,39.75,24.1166666666667,"ARTRV"
"1050","PAVA137_18",28.2931034482759,15.6227551321441,14.1034482758621,11.2119761395312,1.17241379310345,0.464075426207768,2.93103448275862,12.8429953179012,58,"PAVA137",2018,2018-07-27,"Goldburg NE - Big Gulch",NA,471057388,94,1899-12-30 12:36:00,1899-12-30 13:27:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Point Count Technician","NY","PAVA",2018-05-03,2018-08-10,"Excellent",51,99,38.5789473684211,21.8666666666667,"ARTRV"
"1051","PAVA138_17",33.9195402298851,15.4424802131973,12.8045977011494,10.3450236103677,1.49425287356322,0.847342812731753,2.47126436781609,9.61084547312912,87,"PAVA138",2017,2017-08-14,"Goldburg NE - Big Gulch",5,69,94,1899-12-30 08:52:00,1899-12-30 09:27:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",35,95,34.9387755102041,25.5166666666667,"ARTRV"
"1052","PAVA138_18",28.2647058823529,21.5929906033367,10.9264705882353,7.4238747103881,1.58823529411765,0.965606979745252,0.441176470588235,3.63803437554499,68,"PAVA138",2018,2018-07-27,"Goldburg NE - Big Gulch",NA,98,94,1899-12-30 12:04:00,1899-12-30 13:04:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Crew Leader","CA","PAVA",2018-02-20,2018-08-25,"Excellent",60,185.958333333333,45.3953488372093,25.6833333333333,"ARTRT"
"1053","PAVA139_17",42.5079365079365,12.3952033072541,13.2222222222222,9.38503346006795,1.11111111111111,0.316793975540994,0.0793650793650794,0.629940788348712,63,"PAVA139",2017,2017-08-11,"Goldburg NE - Big Gulch",5,59,94,1899-12-30 09:30:00,1899-12-30 09:57:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Crew Leader",NA,"BRBE",NA,NA,NA,27,NA,36.6,25.6833333333333,"ARTRW8"
"1054","PAVA143_17",41.8333333333333,13.5135420674611,16.5166666666667,12.436266902221,1.56666666666667,0.870742264045728,2.75,8.89796205957068,60,"PAVA143",2017,2017-08-10,"Goldburg NE - Big Gulch",5,72,94,1899-12-30 09:15:00,1899-12-30 09:49:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","TX","SHCR",2017-04-24,2017-08-25,"Average",34,123,25.0625,36.1666666666667,"ARTR4"
"1055","PAVA146_17",39.1666666666667,13.5360994640467,14.8,11.7138191603778,1.46666666666667,1.01625211516726,0.0833333333333333,0.645497224367903,60,"PAVA146",2017,2017-08-10,"Goldburg NE - Big Gulch",5,72,94,1899-12-30 12:47:00,1899-12-30 13:15:00,5,5,"PAVA","Spring Even Years","Goldburg","Goldburg NE - Big Gulch",1614.0192871,"Yes",2019,NA,"Idaho Falls District Office - Challis Field Office",18808.8215859113,16140192.8962806,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence.","Range Technician","TX","SHCR",2017-04-24,2017-08-25,"Average",28,123,NA,NA,NA
"1056","PAVA149_17",34.0606060606061,14.893342640645,15.2575757575758,11.2486725453555,1.37878787878788,0.575530564988022,0.833333333333333,3.11118742275151,66,"PAVA149",2017,2017-08-14,"Pahsimeroi Valley Private Lands",764,69,94,1899-12-30 12:21:00,1899-12-30 12:52:00,831,831,"PAVA","Non-Treatment",NA,"Tom Page - 02",65.1991653,"No",NA,NA,NA,3229.86870168841,651991.684745035,"No",NA,"No",1,1,1,1,1,NA,"Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",31,95,40.9111111111111,34.7833333333333,"ARTRW8"
"1057","PAVA149_18",27.8253968253968,18.380862841325,12.1587301587302,10.9370727185942,1.20634920634921,0.59996586351091,6.66666666666667,14.5912037134176,63,"PAVA149",2018,2018-08-09,"Goldburg NW - Bear Creek",NA,471057388,112,1899-12-30 11:27:00,1899-12-30 11:56:00,6,6,"PAVA","Non-Treatment","Goldburg","Goldburg NW - Bear Creek",616.7064819,"No",NA,NA,"Idaho Falls District Office - Challis Field Office",11624.0192786561,6167064.56907558,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence. Was considered as a pasture, but not used becuase very few GRSG nests","Point Count Technician","NY","PAVA",2018-05-03,2018-08-10,"Excellent",29,99,36.3478260869565,23.2666666666667,"ARTRW8"
"1058","PAVA150_17",35.5,13.6738951961782,14.7258064516129,11.6579239988055,1.58064516129032,0.8405382174394,0.564516129032258,2.57746201092633,62,"PAVA150",2017,2017-08-08,"Goldburg NW - Bear Creek",6,69,94,1899-12-30 12:53:00,1899-12-30 13:24:00,6,6,"PAVA","Non-Treatment","Goldburg","Goldburg NW - Bear Creek",616.7064819,"No",NA,NA,"Idaho Falls District Office - Challis Field Office",11624.0192786561,6167064.56907558,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence. Was considered as a pasture, but not used becuase very few GRSG nests","Range Technician","OR","PAVA",2017-05-08,2017-08-11,"Excellent",31,95,22.8235294117647,33.4333333333333,"ARNO4"
"1059","PAVA150_18",32.3833333333333,14.6114555321625,16.7166666666667,11.1356682486788,1.93333333333333,1.35129149355902,4,6.29769933778618,60,"PAVA150",2018,2018-08-07,"Goldburg NE - Big Gulch",NA,471057389,94,1899-12-30 13:48:00,1899-12-30 14:45:00,6,6,"PAVA","Non-Treatment","Goldburg","Goldburg NW - Bear Creek",616.7064819,"No",NA,NA,"Idaho Falls District Office - Challis Field Office",11624.0192786561,6167064.56907558,"No","Yes","No",1,1,1,1,1,"Edited north boundary based on hill contour. Previously based on administrative boundary between the forest service and BLM even though there was no fence. Was considered as a pasture, but not used becuase very few GRSG nests","Graduate Student",NA,"All Sites",2018-04-30,NA,"Excellent",57,NA,23.4444444444444,32.2833333333333,"ARNO4"
